ID,Species,Project,Tissue,Stage,Sequencing,Technology,Timepoint,Cell,PMID_DOI,Download,sorted_time,time_unit,conversion_rule,special_notes,needs_conversion,needs_reference_unification
Tedd.10_Stomach_scrna,Homo sapiens,Tedd.10,Stomach,"Fetal, Adult",single-cell RNA sequencing,Integration,"41-50, 51-60, 61-70, GW11, GW14, GW16, GW17, GW7",33594,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Stomach_scrna/counts.csv.gz,"16874,20524,24174,77,98,112,119,49",days,Age range 41.0-50.0 averaged (from birth to fertilization+266 days) | Age range 51.0-60.0 averaged (from birth to fertilization+266 days) | Age range 61.0-70.0 averaged (from birth to fertilization+266 days) | Gestational 11.0 weeks | Gestational 14.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks | Gestational 7.0 weeks,Average 45.5 years | Birth reference converted to fertilization reference | Average 55.5 years | Birth reference converted to fertilization reference | Average 65.5 years | Birth reference converted to fertilization reference | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,Yes,Yes
Tedd.10_Thymus_scatac,Homo sapiens,Tedd.10,Thymus,Fetal,single-cell ATAC sequencing,Integration,"GW15, GW16, GW17",15144,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Thymus_scatac/counts.csv.gz,"15,16,17",gestational_weeks,Gestational 15.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.10_Thymus_scrna,Homo sapiens,Tedd.10,Thymus,"Fetal, Adult",single-cell RNA sequencing,Integration,"GW10, GW12, GW16, GW17",12991,https://pubmed.ncbi.nlm.nih.gov/32214235/ https://pubmed.ncbi.nlm.nih.gov/33184181/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Thymus_scrna/counts.csv.gz,"10,12,16,17",gestational_weeks,Gestational 10.0 weeks | Gestational 12.0 weeks | Gestational 16.0 weeks | Gestational 17.0 weeks,Gestational weeks | Gestational weeks | Gestational weeks | Gestational weeks,No,No
Tedd.10_Thyroid_scatac,Homo sapiens,Tedd.10,Thyroid,Adult,single-cell ATAC sequencing,Integration,51-60,18784,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Thyroid_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.10_Uterus_scatac,Homo sapiens,Tedd.10,Gonad-female,Adult,single-cell ATAC sequencing,Integration,51-60,5360,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Uterus_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.10_Vagina_scatac,Homo sapiens,Tedd.10,Vagina,Adult,single-cell ATAC sequencing,Integration,51-60,3011,https://pubmed.ncbi.nlm.nih.gov/33184180/ https://pubmed.ncbi.nlm.nih.gov/34774128/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.10_Vagina_scatac/counts.csv.gz,55.5,age_range,Age range 51.0-60.0 averaged,Average 55.5 years,No,No
Tedd.11,Mus musculus,Tedd.11,Embryo,Embryonic,single-cell RNA sequencing,sci-RNA-seq,"E9.5, E10.5, E11.5, E12.5, E13.5",500000,https://www.nature.com/articles/s41586-019-0969-x,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.11/counts.csv.gz,"9.5,10.5,11.5,12.5,13.5",embryonic_days,Embryonic day E9.5 | Embryonic day E10.5 | Embryonic day E11.5 | Embryonic day E12.5 | Embryonic day E13.5,Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days,No,No
Tedd.12_FetalLimb,Mus musculus,Tedd.12,Limb,Fetal,single-cell RNA sequencing,10x,"E10.5, E11, E12, E13, E13.5, E14, E15",90637,https://www.nature.com/articles/s41586-020-2536-x,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.12_FetalLimb/counts.csv.gz,"10.5,11,12,13,13.5,14,15",embryonic_days,Embryonic day E10.5 | Embryonic day E11 | Embryonic day E12 | Embryonic day E13 | Embryonic day E13.5 | Embryonic day E14 | Embryonic day E15,Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days,No,No
Tedd.13,Mus musculus,Tedd.13,Embryo,Embryonic,single-cell RNA sequencing,Smart-seq2,"E3.5, E4.5, E5.5, E6.5",721,https://pubmed.ncbi.nlm.nih.gov/28226240/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.13/counts.csv.gz,"3.5,4.5,5.5,6.5",embryonic_days,Embryonic day E3.5 | Embryonic day E4.5 | Embryonic day E5.5 | Embryonic day E6.5,Embryonic development days | Embryonic development days | Embryonic development days | Embryonic development days,No,No
Tedd.14_3T3,Mus musculus,Tedd.14,3T3,Embryonic,single-cell RNA sequencing,Microwell-Seq,Unknown,639,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_3T3/counts.csv.gz,,unknown,Cannot parse,Empty or unknown,No,No
Tedd.14_AdultBladder,Mus musculus,Tedd.14,Bladder,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1414,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultBladder/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultBoneMarrow,Mus musculus,Tedd.14,Bone,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,3811,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultBoneMarrow/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultBrain,Mus musculus,Tedd.14,Brain,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1488,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultBrain/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultBreast,Mus musculus,Tedd.14,Breast,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,5859,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultBreast/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultKidney,Mus musculus,Tedd.14,Kidney,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1395,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultKidney/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultLiver,Mus musculus,Tedd.14,Liver,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1437,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultLiver/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultLung,Mus musculus,Tedd.14,Lung,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1317,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultLung/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultMuscle,Mus musculus,Tedd.14,Skeleton Muscle,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,396,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultMuscle/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultOvary,Mus musculus,Tedd.14,Gonad,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1429,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultOvary/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultPancreas,Mus musculus,Tedd.14,Pancreas,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1442,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultPancreas/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultPeripheralBlood,Mus musculus,Tedd.14,Peripheral Blood,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1360,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultPeripheralBlood/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultProstate,Mus musculus,Tedd.14,Prostate,Adult,single-cell RNA sequencing,Microwell-Seq,8-10 Months,1416,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultProstate/counts.csv.gz,9,months,8.0-10.0 months averaged,Average 9.0 months,No,No
Tedd.14_AdultSmallIntestine,Mus musculus,Tedd.14,Intestine,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1417,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultSmallIntestine/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultSpleen,Mus musculus,Tedd.14,Spleen,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,930,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultSpleen/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultStomach,Mus musculus,Tedd.14,Stomach,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1482,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultStomach/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultTestis,Mus musculus,Tedd.14,Gonad,Adult,single-cell RNA sequencing,Microwell-Seq,8-10 Months,1490,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultTestis/counts.csv.gz,9,months,8.0-10.0 months averaged,Average 9.0 months,No,No
Tedd.14_AdultThymus,Mus musculus,Tedd.14,Thymus,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1484,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultThymus/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_AdultUterus,Mus musculus,Tedd.14,Gonad-female,Adult,single-cell RNA sequencing,Microwell-Seq,6-10 Months,1438,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_AdultUterus/counts.csv.gz,8,months,6.0-10.0 months averaged,Average 8.0 months,No,No
Tedd.14_EmbryonicStemCell,Mus musculus,Tedd.14,hESC,Embryonic,single-cell RNA sequencing,Microwell-Seq,Unknown,1499,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_EmbryonicStemCell/counts.csv.gz,,unknown,Cannot parse,Empty or unknown,No,No
Tedd.14_FetalBrain,Mus musculus,Tedd.14,Brain,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1457,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalBrain/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalEmbryonicMesenchyme,Mus musculus,Tedd.14,Mesenchyme,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1339,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalEmbryonicMesenchyme/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalIntestine,Mus musculus,Tedd.14,Intestine,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1383,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalIntestine/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalKidney,Mus musculus,Tedd.14,Kidney,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1415,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalKidney/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalLiver,Mus musculus,Tedd.14,Liver,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1466,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalLiver/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalLung,Mus musculus,Tedd.14,Lung,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1450,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalLung/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalOvary,Mus musculus,Tedd.14,Gonad,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1460,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalOvary/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalPancreas,Mus musculus,Tedd.14,Pancreas,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,57,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalPancreas/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalStomach,Mus musculus,Tedd.14,Stomach,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1393,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalStomach/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_FetalTestis,Mus musculus,Tedd.14,Gonad,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1382,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_FetalTestis/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_NeonatalBrain,Mus musculus,Tedd.14,Brain,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1077,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalBrain/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalCalvaria,Mus musculus,Tedd.14,Calvaria,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1356,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalCalvaria/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalHeart,Mus musculus,Tedd.14,Heart,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1434,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalHeart/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalMuscle,Mus musculus,Tedd.14,Skeleton Muscle,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1364,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalMuscle/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalPancreas,Mus musculus,Tedd.14,Pancreas,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,4884,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalPancreas/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalRib,Mus musculus,Tedd.14,Skeleton Muscle,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1232,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalRib/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_NeonatalSkin,Mus musculus,Tedd.14,Skin,Newborn,single-cell RNA sequencing,Microwell-Seq,P1,1401,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_NeonatalSkin/counts.csv.gz,1,postnatal_days,Postnatal 1.0 days,Postnatal days,No,No
Tedd.14_Placenta,Mus musculus,Tedd.14,Placenta,Fetal,single-cell RNA sequencing,Microwell-Seq,E14.5,1338,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_Placenta/counts.csv.gz,14.5,embryonic_days,Embryonic day E14.5,Embryonic development days,No,No
Tedd.14_TrophoblastStemCell,Mus musculus,Tedd.14,Trophoblast Stem Cell,Embryonic,single-cell RNA sequencing,Microwell-Seq,Unknown,1489,https://pubmed.ncbi.nlm.nih.gov/29474909/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.14_TrophoblastStemCell/counts.csv.gz,,unknown,Cannot parse,Empty or unknown,No,No
Tedd.15_Cortex,Mus musculus,Tedd.15,Brain - Cortex,Fetal,single-cell RNA sequencing,sci-Space,E14,17706,https://pubmed.ncbi.nlm.nih.gov/34210887/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.15_Cortex/counts.csv.gz,14,embryonic_days,Embryonic day E14,Embryonic development days,No,No
Tedd.15_Heart,Mus musculus,Tedd.15,Heart,Fetal,single-cell RNA sequencing,sci-Space,E14,2208,https://pubmed.ncbi.nlm.nih.gov/34210887/,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/Tedd.15_Heart/counts.csv.gz,14,embryonic_days,Embryonic day E14,Embryonic development days,No,No
